brand,model,year,price_in_euro,power_ps,transmission_type,fuel_type,mileage_in_km
mazda,Mazda 3,2019.0,23488.0,122.0,Automatic,Petrol,39720.0
citroen,Citroen C4,2021.0,25490.0,131.0,Automatic,Petrol,26000.0
bmw,BMW 530,2007.0,8499.0,272.0,Automatic,Petrol,190000.0
porsche,Porsche Macan,2020.0,74900.0,441.0,Automatic,Petrol,97980.0
jeep,Jeep Gladiator,2022.0,72990.0,264.0,Automatic,Diesel,99.0
nissan,Nissan Almera Tino,2003.0,2950.0,125.0,Manual,Petrol,142000.0
alfa-romeo,Alfa Romeo GT,2008.0,3000.0,150.0,Manual,Diesel,280000.0
daihatsu,Daihatsu Terios,2003.0,3500.0,86.0,Automatic,Petrol,182000.0
citroen,Citroen Spacetourer,2017.0,27400.0,177.0,Automatic,Diesel,145000.0
mitsubishi,Mitsubishi Space Star,2023.0,15950.0,71.0,Manual,Petrol,540.0
bmw,BMW X6,2010.0,33500.0,306.0,Automatic,Diesel,94890.0
seat,SEAT Ateca,2022.0,33900.0,190.0,Automatic,Petrol,34255.0
fiat,Fiat 500,2023.0,16990.0,69.0,Manual,Petrol,5.0
land-rover,Land Rover Range Rover Evoque,2017.0,48820.0,179.0,Automatic,Diesel,21870.0
maserati,Maserati Ghibli,2015.0,37961.0,411.0,Automatic,Petrol,79000.0
audi,Audi A3,2005.0,5400.0,102.0,Manual,Petrol,171300.0
seat,SEAT Arona,2022.0,21980.0,110.0,Automatic,Petrol,34941.0
alfa-romeo,Alfa Romeo Stelvio,2018.0,35991.0,209.0,Automatic,Diesel,51431.0
smart,smart forTwo,2019.0,16970.0,71.0,Automatic,Petrol,21500.0
ssangyong,SsangYong Korando,2020.0,24990.0,136.0,Automatic,Diesel,43900.0
fiat,Fiat 500C,2010.0,4900.0,69.0,Manual,Petrol,180000.0
mazda,Mazda CX-60,2023.0,56740.0,254.0,Automatic,Diesel Hybrid,772.0
skoda,Skoda Fabia,2017.0,10790.0,75.0,Manual,Petrol,92400.0
skoda,Skoda Superb,2019.0,24990.0,150.0,Automatic,Diesel,58200.0
hyundai,Hyundai i30,2021.0,18724.0,120.0,Manual,Petrol,13497.0
nissan,Nissan Qashqai+2,2012.0,12900.0,150.0,Automatic,Diesel,149000.0
bmw,BMW 320,2018.0,27000.0,184.0,Automatic,Petrol,45500.0
mini,MINI One,2018.0,16390.0,102.0,Manual,Petrol,29980.0
saab,Saab 9-3,2009.0,16990.0,209.0,Automatic,Petrol,205000.0
mercedes-benz,Mercedes-Benz A 170,2006.0,4490.0,116.0,Manual,Petrol,123500.0
citroen,Citroen Berlingo,2019.0,18790.0,131.0,Manual,Diesel,97492.0
seat,SEAT Leon,2019.0,19990.0,131.0,Manual,Petrol,35500.0
hyundai,Hyundai IONIQ,2022.0,29519.0,105.0,Automatic,Hybrid,3500.0
porsche,Porsche Panamera,2017.0,79990.0,421.0,Automatic,Diesel,91000.0
mitsubishi,Mitsubishi Space Star,2020.0,14980.0,80.0,Automatic,Petrol,10500.0
ssangyong,SsangYong REXTON,2019.0,33490.0,181.0,Automatic,Diesel,46650.0
ssangyong,SsangYong Tivoli,2022.0,19690.0,128.0,Manual,Petrol,10000.0
smart,smart forTwo,2013.0,6990.0,71.0,Automatic,Petrol,57000.0
opel,Opel Corsa,2020.0,13450.0,101.0,Manual,Petrol,17000.0
dodge,Dodge Challenger,2019.0,26500.0,309.0,Automatic,Petrol,53700.0
seat,SEAT Alhambra,2022.0,41290.0,150.0,Automatic,Petrol,5000.0
kia,Kia Sportage,2018.0,17900.0,132.0,Manual,Petrol,54164.0
ford,Ford Kuga,2008.0,7490.0,136.0,Manual,Diesel,253000.0
honda,Honda HR-V,2019.0,19980.0,131.0,Automatic,Petrol,65890.0
isuzu,Isuzu D-Max,2022.0,44990.0,163.0,Automatic,Diesel,750.0
nissan,Nissan Navara,2006.0,35900.0,174.0,Manual,Diesel,150256.0
dacia,Dacia Dokker,2017.0,10999.0,75.0,Manual,Diesel,80000.0
saab,Saab 9-5,2008.0,4990.0,260.0,Manual,Petrol,250000.0
bmw,BMW X1,2014.0,10999.0,116.0,Manual,Diesel,122987.0
saab,Saab 9-3,2010.0,10000.0,150.0,Automatic,Diesel,130000.0
mini,MINI Cooper D Countryman,2019.0,24000.0,150.0,Automatic,Diesel,100000.0
skoda,Skoda Superb,2022.0,45990.0,280.0,Automatic,Petrol,16180.0
citroen,Citroen C3 Aircross,2022.0,22690.0,131.0,Automatic,Petrol,5000.0
ford,Ford Tourneo,2019.0,47290.0,170.0,Automatic,Diesel,46047.0
opel,Opel Combo,2023.0,29850.0,131.0,Manual,Diesel,100.0
mitsubishi,Mitsubishi Outlander,2017.0,23900.0,121.0,Automatic,Hybrid,135600.0
dodge,Dodge Charger,2021.0,41987.0,375.0,Automatic,Petrol,45000.0
fiat,Fiat Talento,2016.0,11985.0,120.0,Manual,Diesel,196290.0
lada,Lada Taiga,2019.0,10950.0,83.0,Manual,Petrol,44500.0
infiniti,Infiniti EX30,2012.0,14900.0,238.0,Automatic,Diesel,128862.0
dacia,Dacia Sandero,2018.0,6999.0,90.0,Manual,Petrol,123750.0
opel,Opel Meriva,2005.0,1650.0,101.0,Manual,Petrol,175497.0
nissan,Nissan Qashqai,2022.0,32990.0,158.0,Manual,Petrol,10.0
isuzu,Isuzu D-Max,2023.0,46988.0,163.0,Automatic,Diesel,10.0
saab,Saab 9-3,2002.0,3999.0,150.0,Manual,Petrol,144000.0
honda,Honda CR-V,2019.0,29690.0,173.0,Manual,Petrol,69490.0
mini,MINI One Countryman,2014.0,10990.0,98.0,Manual,Petrol,82000.0
seat,SEAT Ateca,2017.0,21980.0,190.0,Automatic,Diesel,127174.0
bentley,Bentley Continental GT,2005.0,57999.0,559.0,Automatic,Petrol,39000.0
hyundai,Hyundai TUCSON,2022.0,29399.0,150.0,Automatic,Hybrid,40000.0
dacia,Dacia Duster,2022.0,19980.0,131.0,Manual,Petrol,9.0
volvo,Volvo V60,2020.0,30800.0,190.0,Automatic,Petrol,16499.0
hyundai,Hyundai i30,2018.0,18790.0,140.0,Automatic,Petrol,61974.0
chevrolet,Chevrolet Cruze,2013.0,6600.0,141.0,Manual,Petrol,186000.0
honda,Honda CR-V,2018.0,19880.0,155.0,Manual,Petrol,66500.0
saab,Saab 9-7X,2006.0,6500.0,300.0,Automatic,Petrol,245195.0
toyota,Toyota C-HR,2023.0,31278.0,122.0,Automatic,Hybrid,10.0
dacia,Dacia Duster,2017.0,13390.0,125.0,Manual,Petrol,56825.0
ford,Ford Fiesta,2016.0,8999.0,82.0,Manual,Petrol,67000.0
volkswagen,Volkswagen Passat Alltrack,2019.0,34675.0,272.0,Automatic,Petrol,14805.0
cadillac,Cadillac Escalade,2019.0,74730.0,426.0,Automatic,Petrol,44600.0
alfa-romeo,Alfa Romeo Stelvio,2019.0,34970.0,209.0,Automatic,Diesel,87000.0
daewoo,Daewoo Kalos,2004.0,1400.0,83.0,Manual,Petrol,92000.0
seat,SEAT Leon,2020.0,21450.0,150.0,Automatic,Diesel,55500.0
skoda,Skoda Kamiq,2021.0,19840.0,110.0,Manual,Petrol,38400.0
land-rover,Land Rover Discovery Sport,2017.0,24690.0,150.0,Automatic,Diesel,82250.0
cadillac,Cadillac XT5,2019.0,38900.0,314.0,Automatic,Petrol,53500.0
maserati,Maserati Levante,2020.0,70980.0,430.0,Automatic,Petrol,18876.0
daewoo,Daewoo Evanda,2005.0,2990.0,131.0,Manual,Petrol,127000.0
volkswagen,Volkswagen Golf,2021.0,24550.0,110.0,Automatic,Petrol,26200.0
chevrolet,Chevrolet Matiz,2006.0,2800.0,52.0,Manual,Petrol,70000.0
opel,Opel Corsa,2020.0,18490.0,101.0,Automatic,Petrol,29900.0
fiat,Fiat 500,2020.0,17200.0,69.0,Automatic,Petrol,27251.0
hyundai,Hyundai SANTA FE,2007.0,4500.0,155.0,Manual,Diesel,200000.0
bmw,BMW 530,2019.0,34999.0,265.0,Automatic,Diesel,66553.0
fiat,Fiat Punto,2009.0,3980.0,65.0,Manual,Petrol,128124.0
volvo,Volvo V60,2019.0,32900.0,303.0,Automatic,Hybrid,120684.0
dacia,Dacia Sandero,2023.0,18879.0,91.0,Manual,Petrol,2.0
alfa-romeo,Alfa Romeo 159,2006.0,2250.0,150.0,Manual,Diesel,215000.0
maserati,Maserati Ghibli,2015.0,28750.0,330.0,Automatic,Petrol,85000.0
peugeot,Peugeot 208,2014.0,6990.0,82.0,Manual,Petrol,116500.0
mazda,Mazda CX-5,2014.0,14490.0,165.0,Manual,Petrol,92869.0
maserati,Maserati Ghibli,2016.0,32999.0,275.0,Automatic,Diesel,132154.0
ssangyong,SsangYong Actyon,2007.0,2500.0,150.0,Manual,Petrol,147822.0
opel,Opel Astra,2016.0,11990.0,140.0,Manual,Petrol,68000.0
nissan,Nissan NV200,2018.0,17499.0,110.0,Manual,Petrol,30000.0
maserati,Maserati Ghibli,2017.0,42488.0,275.0,Automatic,Diesel,54600.0
honda,Honda CR-V,2018.0,19990.0,155.0,Manual,Petrol,49000.0
mazda,Mazda CX-3,2019.0,18000.0,121.0,Manual,Petrol,35389.0
honda,Honda CR-V,2006.0,5750.0,150.0,Automatic,Petrol,180000.0
fiat,Fiat 500C,2020.0,15390.0,69.0,Manual,Petrol,8000.0
honda,Honda Civic,2022.0,33490.0,184.0,Automatic,Hybrid,8576.0
seat,SEAT Ateca,2019.0,27950.0,190.0,Automatic,Petrol,58700.0
mini,MINI Cooper S,2021.0,29480.0,178.0,Automatic,Petrol,25100.0
fiat,Fiat 500X,2017.0,16999.0,140.0,Manual,Diesel,58000.0
bmw,BMW 318,2017.0,17795.0,150.0,Automatic,Diesel,116380.0
dacia,Dacia Jogger,2023.0,21950.0,91.0,Manual,LPG,250.0
nissan,Nissan X-Trail,2017.0,22490.0,163.0,Manual,Petrol,48600.0
seat,SEAT Leon,2022.0,38990.0,190.0,Automatic,Petrol,15.0
land-rover,Land Rover Discovery,2020.0,54650.0,306.0,Automatic,Diesel,48814.0
cadillac,Cadillac Escalade,2017.0,68990.0,426.0,Automatic,Petrol,99667.0
toyota,Toyota Auris,2018.0,17600.0,99.0,Automatic,Hybrid,39000.0
porsche,Porsche 997,2011.0,59990.0,345.0,Automatic,Petrol,49520.0
isuzu,Isuzu D-Max,2015.0,22500.0,163.0,Automatic,Diesel,247000.0
opel,Opel Zafira,2017.0,22990.0,170.0,Automatic,Diesel,67023.0
volvo,Volvo XC60,2018.0,34450.0,392.0,Automatic,Hybrid,29300.0
kia,Kia Stonic,2023.0,18900.0,101.0,Manual,Petrol,50.0
citroen,Citroen C4 Cactus,2018.0,11862.0,110.0,Automatic,Petrol,31000.0
audi,Audi S3,2013.0,27990.0,300.0,Automatic,Petrol,108450.0
ford,Ford Focus,2017.0,34000.0,349.0,Manual,Petrol,45000.0
toyota,Toyota Aygo,2020.0,13690.0,72.0,Manual,Petrol,19500.0
bmw,BMW 525,2019.0,34880.0,231.0,Automatic,Diesel,48941.0
porsche,Porsche Macan,2014.0,39690.0,258.0,Automatic,Diesel,73700.0
citroen,Citroen Grand C4 Picasso,2017.0,18500.0,165.0,Automatic,Petrol,96100.0
dacia,Dacia Dokker,2016.0,8599.0,75.0,Manual,Diesel,44238.0
mini,MINI Cooper,2022.0,37990.0,136.0,Manual,Petrol,10900.0
porsche,Porsche 991,2012.0,63490.0,349.0,Automatic,Petrol,141685.0
mitsubishi,Mitsubishi Outlander,2019.0,30890.0,135.0,Automatic,Hybrid,68000.0
ford,Ford Focus,2018.0,21999.0,120.0,Automatic,Diesel,194586.0
ford,Ford Transit,2012.0,11999.0,125.0,Manual,Diesel,169880.0
volvo,Volvo XC40,2018.0,26790.0,150.0,Manual,Diesel,29087.0
citroen,Citroen C1,2020.0,24990.0,72.0,Manual,Petrol,28882.0
porsche,Porsche Panamera,2018.0,73780.0,330.0,Automatic,Petrol,95000.0
mercedes-benz,Mercedes-Benz GLC 200,2020.0,53849.0,197.0,Automatic,Petrol,44283.0
audi,Audi Q3,2014.0,13900.0,170.0,Manual,Petrol,157000.0
volkswagen,Volkswagen Polo,2018.0,17890.0,116.0,Automatic,Petrol,57357.0
nissan,Nissan Navara,2018.0,51999.0,190.0,Automatic,Diesel,37000.0
fiat,Fiat Tipo,2022.0,20500.0,101.0,Manual,Petrol,100.0
chevrolet,Chevrolet Camaro,2018.0,46980.0,453.0,Manual,Petrol,48000.0
dodge,Dodge RAM,2019.0,42990.0,401.0,Automatic,Petrol,72000.0
kia,Kia Rio,2018.0,15490.0,101.0,Manual,Petrol,68190.0
infiniti,Infiniti Q70,2016.0,17480.0,170.0,Automatic,Diesel,84964.0
seat,SEAT Arona,2022.0,19840.0,110.0,Manual,Petrol,18600.0
jeep,Jeep Compass,2020.0,33900.0,150.0,Automatic,Petrol,30.0
fiat,Fiat 500,2018.0,12960.0,69.0,Manual,Petrol,12675.0
jeep,Jeep Grand Cherokee,2019.0,79990.0,710.0,Automatic,Petrol,44750.0
citroen,Citroen C1,2018.0,9499.0,69.0,Automatic,Petrol,85000.0
honda,Honda HR-V,2019.0,25890.0,182.0,Automatic,Petrol,28900.0
volvo,Volvo V90 Cross Country,2019.0,31906.0,190.0,Automatic,Diesel,122324.0
mitsubishi,Mitsubishi Space Star,2019.0,7500.0,71.0,Manual,Petrol,74000.0
toyota,Toyota Yaris,2010.0,3900.0,69.0,Manual,Petrol,148000.0
nissan,Nissan Townstar,2023.0,29990.0,131.0,Manual,Petrol,150.0
volvo,Volvo XC60,2018.0,31990.0,190.0,Automatic,Diesel,88544.0
mitsubishi,Mitsubishi Eclipse Cross,2022.0,29430.0,188.0,Automatic,Hybrid,9470.0
ford,Ford Focus C-Max,2005.0,1100.0,125.0,Manual,Petrol,260025.0
dodge,Dodge Challenger,2021.0,46990.0,381.0,Automatic,Petrol,39947.0
lancia,Lancia Thesis,2009.0,8500.0,185.0,Automatic,Diesel,197500.0
dacia,Dacia Duster,2012.0,7870.0,105.0,Manual,LPG,106880.0
land-rover,Land Rover Discovery Sport,2022.0,63255.0,204.0,Automatic,Diesel,8500.0
rover,Rover,2019.0,33950.0,290.0,Automatic,Petrol,75550.0
mazda,Mazda CX-5,2023.0,34390.0,150.0,Automatic,Diesel,1.0
maserati,Maserati Levante,2018.0,54999.0,275.0,Automatic,Diesel,40000.0
bmw,BMW 320,2010.0,9000.0,184.0,Manual,Diesel,215000.0
smart,smart forTwo,2014.0,11850.0,82.0,Automatic,Electric,22420.0
nissan,Nissan Micra,2022.0,19890.0,92.0,Manual,Petrol,20.0
citroen,Citroen Jumper,2021.0,31999.0,163.0,Manual,Diesel,25850.0
bentley,Bentley Flying Spur,2012.0,50900.0,582.0,Automatic,Petrol,94000.0
nissan,Nissan X-Trail,2006.0,3500.0,165.0,Manual,Petrol,284000.0
smart,smart forTwo,2012.0,10790.0,84.0,Automatic,Petrol,52000.0
porsche,Porsche Cayenne,2016.0,49950.0,385.0,Automatic,Diesel,74500.0
mitsubishi,Mitsubishi Eclipse Cross,2022.0,33990.0,188.0,Automatic,Hybrid,4890.0
dodge,Dodge Challenger,2017.0,32950.0,377.0,Automatic,Petrol,61718.0
infiniti,Infiniti Q30,2016.0,13500.0,170.0,Automatic,Diesel,117000.0
smart,smart forTwo,2019.0,15280.0,71.0,Automatic,Other,7347.0
land-rover,Land Rover Range Rover Velar,2019.0,46840.0,241.0,Automatic,Diesel,53200.0
renault,Renault ZOE,2019.0,13930.0,109.0,Automatic,Electric,27866.0
lancia,Lancia MUSA,2007.0,6999.0,95.0,Automatic,Petrol,67500.0
peugeot,Peugeot 308,2022.0,33900.0,131.0,Automatic,Petrol,900.0
audi,Audi A6,2014.0,16500.0,313.0,Automatic,Diesel,114266.0
mini,MINI Cooper S Clubman,2016.0,23490.0,192.0,Automatic,Petrol,17800.0
audi,Audi Q5,2022.0,66790.0,299.0,Automatic,Hybrid,16000.0
mercedes-benz,Mercedes-Benz C 200,2009.0,6490.0,136.0,Automatic,Diesel,223879.0
dacia,Dacia Duster,2017.0,10490.0,114.0,Manual,LPG,84800.0
volvo,Volvo XC60,2018.0,22450.0,190.0,Automatic,Diesel,198000.0
kia,Kia Sportage,2016.0,14930.0,132.0,Manual,Petrol,145000.0
ssangyong,SsangYong Tivoli,2022.0,25999.0,163.0,Manual,Petrol,9999.0
porsche,Porsche Cayenne,2012.0,53900.0,500.0,Automatic,Petrol,61400.0
cadillac,Cadillac CTS,2004.0,2450.0,181.0,Automatic,Petrol,149750.0
jaguar,Jaguar XE,2022.0,49850.0,250.0,Automatic,Petrol,15000.0
nissan,Nissan Qashqai,2023.0,31950.0,140.0,Manual,Petrol,15.0
jeep,Jeep Grand Cherokee,2019.0,42900.0,250.0,Automatic,Diesel,65982.0
mazda,Mazda 3,2011.0,12900.0,116.0,Manual,Diesel,112500.0
seat,SEAT Leon,2014.0,13950.0,122.0,Manual,Petrol,83000.0
volvo,Volvo XC40,2019.0,25990.0,156.0,Manual,Petrol,41123.0
kia,Kia XCeed,2020.0,26500.0,105.0,Automatic,Hybrid,22488.0
hyundai,Hyundai KONA,2022.0,37990.0,120.0,Manual,Petrol,20.0
renault,Renault Clio,2017.0,13490.0,90.0,Manual,Petrol,20500.0
chevrolet,Chevrolet Camaro,2019.0,44890.0,453.0,Automatic,Petrol,44600.0
maserati,Maserati Grecale,2022.0,78487.0,300.0,Automatic,Petrol,8000.0
ford,Ford Transit Custom,2021.0,27375.0,105.0,Manual,Diesel,52397.0
hyundai,Hyundai i30,2018.0,23000.0,275.0,Manual,Petrol,66500.0
seat,SEAT Arona,2022.0,23890.0,110.0,Manual,Petrol,15.0
chevrolet,Chevrolet Camaro,2020.0,64790.0,461.0,Automatic,Petrol,7475.0
jeep,Jeep Compass,2023.0,40490.0,131.0,Manual,Petrol,10.0
fiat,Fiat Ducato,2013.0,11980.0,116.0,Manual,Diesel,124900.0
bentley,Bentley Flying Spur,2014.0,79000.0,625.0,Automatic,Petrol,76000.0
land-rover,Land Rover Range Rover Evoque,2023.0,72971.0,309.0,Automatic,Hybrid,57.0
smart,smart forTwo,2022.0,20890.0,82.0,Automatic,Electric,3850.0
kia,Kia Stonic,2021.0,20890.0,120.0,Manual,Petrol,11111.0
citroen,Citroen C3,2021.0,14990.0,82.0,Manual,Petrol,7500.0
dodge,Dodge RAM,2018.0,48900.0,401.0,Automatic,Petrol,110993.0
porsche,Porsche Macan,2017.0,49700.0,252.0,Automatic,Petrol,60777.0
honda,Honda Jazz,2023.0,24480.0,98.0,Automatic,Hybrid,8.0
peugeot,Peugeot 207,2010.0,6770.0,120.0,Manual,Petrol,79000.0
honda,Honda CR-V,2019.0,29499.0,193.0,Automatic,Petrol,77000.0
hyundai,Hyundai KONA,2018.0,20970.0,177.0,Automatic,Petrol,43675.0
lada,Lada Niva,2022.0,16490.0,83.0,Manual,Petrol,20.0
nissan,Nissan Qashqai,2023.0,34986.0,140.0,Manual,Petrol,5078.0
jaguar,Jaguar F-Pace,2022.0,59188.0,250.0,Automatic,Petrol,10.0
nissan,Nissan Qashqai,2012.0,8999.0,141.0,Manual,Petrol,167662.0
opel,Opel Astra,2013.0,5600.0,131.0,Manual,Diesel,206655.0
maserati,Maserati GranSport,2007.0,59941.0,400.0,Automatic,Petrol,42000.0
toyota,Toyota RAV 4,2021.0,29450.0,175.0,Automatic,Petrol,36800.0
saab,Saab 9-3,2005.0,7970.0,150.0,Automatic,Petrol,172600.0
honda,Honda CR-V,2018.0,21690.0,155.0,Manual,Petrol,45780.0
seat,SEAT Leon,2021.0,27590.0,150.0,Manual,Petrol,33200.0
peugeot,Peugeot 207,2010.0,8990.0,120.0,Automatic,Petrol,112000.0
maserati,Maserati Levante,2019.0,48999.0,349.0,Automatic,Petrol,83893.0
mazda,Mazda CX-3,2018.0,17790.0,120.0,Automatic,Petrol,95349.0
porsche,Porsche Cayenne,2016.0,39000.0,262.0,Automatic,Diesel,220000.0
jeep,Jeep Grand Cherokee,2016.0,35500.0,250.0,Automatic,Diesel,102600.0
renault,Renault Clio,2022.0,15490.0,91.0,Manual,Petrol,13411.0
jeep,Jeep Wrangler,2016.0,44900.0,200.0,Manual,Diesel,82627.0
jeep,Jeep Compass,2023.0,39585.0,131.0,Automatic,Petrol,9000.0
nissan,Nissan Micra,2023.0,19980.0,92.0,Manual,Petrol,10.0
jaguar,Jaguar E-Pace,2019.0,32111.0,179.0,Automatic,Diesel,75800.0
hyundai,Hyundai i30,2022.0,36000.0,280.0,Automatic,Petrol,9900.0
audi,Audi A4,2016.0,18990.0,190.0,Manual,Diesel,115000.0
mitsubishi,Mitsubishi ASX,2021.0,27990.0,150.0,Automatic,Petrol,3750.0
bmw,BMW 120,2016.0,17000.0,190.0,Automatic,Diesel,120000.0
opel,Opel Grandland X,2019.0,21497.0,131.0,Automatic,Petrol,49750.0
mazda,Mazda 3,2019.0,18890.0,120.0,Manual,Petrol,61500.0
jeep,Jeep Cherokee,2020.0,24499.0,196.0,Automatic,Diesel,149429.0
toyota,Toyota RAV 4,2005.0,6990.0,125.0,Manual,Petrol,138000.0
mercedes-benz,Mercedes-Benz C 250,2010.0,9985.0,204.0,Automatic,Diesel,192036.0
seat,SEAT Ibiza,2023.0,25188.0,110.0,Automatic,Petrol,1000.0
porsche,Porsche 718,2019.0,72000.0,366.0,Automatic,Petrol,65000.0
ford,Ford Focus,2017.0,11790.0,125.0,Manual,Petrol,117500.0
dacia,Dacia Jogger,2022.0,22290.0,110.0,Manual,Petrol,3501.0
audi,Audi A4,2018.0,17900.0,150.0,Manual,Petrol,199000.0
fiat,Fiat Tipo,2020.0,19380.0,95.0,Manual,Petrol,32685.0
volvo,Volvo XC60,2011.0,14800.0,163.0,Manual,Diesel,83800.0
peugeot,Peugeot 508,2020.0,29790.0,181.0,Automatic,Petrol,60250.0
toyota,Toyota Yaris,2010.0,4190.0,90.0,Manual,Diesel,298000.0
skoda,Skoda Superb,2016.0,13490.0,150.0,Manual,Diesel,226000.0
peugeot,Peugeot Boxer,2016.0,17990.0,131.0,Manual,Diesel,137720.0
daihatsu,Daihatsu Copen,2007.0,8999.0,87.0,Manual,Petrol,138000.0
land-rover,Land Rover Range Rover Velar,2018.0,48850.0,300.0,Automatic,Diesel,79856.0
honda,Honda HR-V,2017.0,18990.0,131.0,Manual,Petrol,69254.0
mitsubishi,Mitsubishi Space Star,2021.0,11999.0,71.0,Manual,Petrol,11000.0
porsche,Porsche Macan,2017.0,47999.0,360.0,Automatic,Petrol,121000.0
jeep,Jeep Compass,2022.0,39989.0,241.0,Automatic,Hybrid,10.0
opel,Opel Crossland,2020.0,18600.0,131.0,Manual,Petrol,20000.0
hyundai,Hyundai TUCSON,2019.0,18990.0,132.0,Manual,Petrol,54000.0
honda,Honda CR-V,2016.0,16390.0,155.0,Manual,Petrol,119434.0
mini,MINI Cooper,2022.0,26890.0,136.0,Automatic,Petrol,16710.0
daihatsu,Daihatsu Sirion,2011.0,4200.0,91.0,Manual,Petrol,141007.0
isuzu,Isuzu D-Max,2021.0,40480.0,163.0,Automatic,Diesel,15200.0
renault,Renault Scenic,2017.0,21890.0,160.0,Automatic,Diesel,50694.0
fiat,Fiat,2017.0,24990.0,131.0,Manual,Diesel,152490.0
mitsubishi,Mitsubishi Outlander,2019.0,34990.0,311.0,Automatic,Hybrid,29800.0
maserati,Maserati GranTurismo,2015.0,75950.0,405.0,Automatic,Petrol,80000.0
volkswagen,Volkswagen T-Roc,2021.0,28770.0,150.0,Automatic,Petrol,12145.0
kia,Kia Ceed / cee'd,2016.0,14900.0,136.0,Automatic,Diesel,71960.0
seat,SEAT Leon,2021.0,27970.0,204.0,Automatic,Hybrid,28870.0
kia,Kia Stonic,2022.0,19050.0,84.0,Manual,Petrol,14981.0
land-rover,Land Rover Discovery,2018.0,56000.0,258.0,Automatic,Diesel,52000.0
porsche,Porsche Boxster,2014.0,62750.0,315.0,Automatic,Petrol,71900.0
volvo,Volvo V90,2019.0,49854.0,190.0,Automatic,Diesel,125431.0
ford,Ford Edge,2020.0,38999.0,238.0,Automatic,Diesel,30180.0
nissan,Nissan Pathfinder,2007.0,9999.0,174.0,Manual,Diesel,138000.0
lada,Lada Niva,2021.0,16990.0,83.0,Manual,Petrol,10.0
ssangyong,SsangYong Korando,2016.0,13990.0,150.0,Automatic,Petrol,94000.0
citroen,Citroen Jumper,2012.0,24900.0,131.0,Manual,Diesel,38788.0
mitsubishi,Mitsubishi Space Star,2023.0,16290.0,71.0,Automatic,Petrol,1500.0
skoda,Skoda Octavia,2018.0,19590.0,150.0,Manual,Petrol,31415.0
smart,smart forTwo,2020.0,11489.0,82.0,Automatic,Electric,12940.0
nissan,Nissan X-Trail,2003.0,13900.0,165.0,Automatic,Petrol,97314.0
seat,SEAT Tarraco,2019.0,27195.0,150.0,Manual,Petrol,31800.0
jeep,Jeep Grand Cherokee,2019.0,46350.0,468.0,Automatic,Petrol,55600.0
jaguar,Jaguar F-Pace,2021.0,52980.0,179.0,Automatic,Diesel,7600.0
skoda,Skoda Octavia,2023.0,45980.0,245.0,Automatic,Petrol,10.0
opel,Opel Grandland X,2020.0,29980.0,200.0,Automatic,Hybrid,12900.0
kia,Kia Sorento,2016.0,25990.0,200.0,Automatic,Diesel,106300.0
daihatsu,Daihatsu Sirion,2011.0,6499.0,69.0,Manual,Petrol,86252.0
alfa-romeo,Alfa Romeo Stelvio,2018.0,53900.0,510.0,Automatic,Petrol,60750.0
volvo,Volvo XC40,2018.0,29990.0,190.0,Automatic,Petrol,45700.0
dacia,Dacia Sandero,2010.0,2300.0,75.0,Manual,Petrol,119140.0
renault,Renault Twingo,2015.0,9360.0,71.0,Manual,Petrol,30475.0
nissan,Nissan Juke,2016.0,15850.0,218.0,Manual,Petrol,83128.0
ford,Ford Puma,2021.0,33490.0,125.0,Manual,Hybrid,15341.0
chevrolet,Chevrolet Camaro,2021.0,45989.0,461.0,Manual,Petrol,28000.0
saab,Saab 9-3,2008.0,14893.0,194.0,Manual,Petrol,93000.0
alfa-romeo,Alfa Romeo Giulietta,2015.0,9890.0,170.0,Manual,Petrol,151740.0
ssangyong,SsangYong Korando,2019.0,29900.0,136.0,Automatic,Diesel,75587.0
citroen,Citroen Berlingo,2020.0,24999.0,131.0,Manual,Diesel,40800.0
skoda,Skoda Octavia,2018.0,25990.0,184.0,Automatic,Diesel,88923.0
porsche,Porsche Cayenne,2012.0,29990.0,420.0,Automatic,Petrol,183000.0
mercedes-benz,Mercedes-Benz E 350,2018.0,38690.0,258.0,Automatic,Diesel,57759.0
alfa-romeo,Alfa Romeo Giulietta,2015.0,12290.0,150.0,Manual,Diesel,75387.0
rover,Rover 75,2000.0,500.0,150.0,Automatic,Petrol,230000.0
toyota,Toyota Yaris,2007.0,3900.0,87.0,Automatic,Petrol,187000.0
dacia,Dacia Jogger,2023.0,22549.0,101.0,Manual,LPG,15.0
citroen,Citroen C3 Aircross,2018.0,13990.0,110.0,Manual,Petrol,85103.0
renault,Renault Clio,2022.0,43989.0,91.0,Manual,Petrol,2064.0
maserati,Maserati Ghibli,2019.0,58980.0,430.0,Automatic,Petrol,47980.0
hyundai,Hyundai TUCSON,2017.0,20900.0,141.0,Automatic,Diesel,93000.0
hyundai,Hyundai i30,2019.0,25330.0,140.0,Automatic,Petrol,64074.0
lancia,Lancia Delta,2009.0,7000.0,150.0,Manual,Petrol,122000.0
porsche,Porsche Macan,2018.0,57900.0,400.0,Automatic,Petrol,76148.0
skoda,Skoda Fabia,2018.0,12990.0,75.0,Manual,Petrol,44000.0
infiniti,Infiniti QX70,2016.0,15800.0,238.0,Automatic,Diesel,189000.0
dacia,Dacia Sandero,2019.0,10490.0,73.0,Manual,Petrol,64050.0
